'gene','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Breast cancer','Breast cancer','Breast cancer','Breast cancer','Breast cancer'
'203060_s_at',8.819600179,8.494623312,8.172215135,7.928798448,8.401295065,8.496103176,7.719370944,8.871229416,7.714839102,9.92503073,9.784477416,8.97999887,9.59763472,9.166939701,8.978728898,8.891026159,9.648908421,9.350749413,9.585024968,9.767274472,9.081021048,8.910118101,8.944599759,8.958766115,6.896401378,7.235041671,7.709987285,6.93332788,7.048864186,6.848871428,6.449786167,5.658922309,5.839323459,7.22861358,5.137700603,5.737084667,8.494623312,7.788876277,7.191928073,6.056607873,6.460646954,7.527908745,6.722718618,7.449502822,6.868742238,7.316575881,6.061003008,5.90345775,7.61146361,5.863420433,4.9707702,4.159000218,4.905042658,5.639097517,6.062212272,4.214806195,6.189245419,6.346895085,6.126019537,4.195576852,3.956577402,7.124083491,8.713729973,8.307036423,6.129317738,7.46970844
'203089_s_at',6.120875006,5.940205961,5.564254621,6.508931139,5.743340037,6.489764125,7.095221571,6.001624441,5.769326077,6.015968619,5.872418466,5.647174353,6.066188572,6.050981348,6.144846812,5.728606341,6.308680346,5.762159415,6.467979553,6.09341503,5.517575891,6.346569182,6.037254644,6.624321422,5.132784838,3.449763529,4.912766914,2.002561177,3.172539765,5.05598211,5.96918404,4.597904639,5.153293409,4.253045282,6.194204275,6.345541475,5.224100232,5.829390677,5.685093698,4.926897636,4.78321662,4.611913349,4.251736522,5.050245914,2.851898293,5.195933202,5.90749539,4.141998359,5.906198534,6.41537264,5.831915357,6.101566946,5.818635243,5.395530699,6.426366732,6.053724268,6.031389225,5.832183874,5.796400198,4.990615332,5.349923412,6.666864306,6.818419696,7.014118588,6.868956065,6.441937756
'203103_s_at',7.334975157,6.791220877,6.333437814,6.775830986,6.034532108,7.35803999,7.700716836,7.380369424,6.585800596,6.603811225,6.656257605,6.952699262,6.178828882,6.495466623,6.450321951,7.054866853,6.278639527,6.75459845,6.504465162,6.536786378,8.198288355,7.224769514,7.029546898,6.62960858,6.397492663,7.094982143,6.941691588,6.969936312,6.280463061,6.800812117,7.194360483,6.932654263,7.202013436,6.496603984,6.827980902,7.120923559,6.830616529,7.077540883,6.611326976,6.172154894,6.48650813,6.667682162,6.478892406,5.866504079,6.613868222,5.886977722,6.686852358,6.906194677,6.313386572,6.917596021,6.180558932,6.123679714,3.47316288,6.477108143,5.149425483,3.565866849,5.794459061,1.98398459,3.084871309,3.193679541,1.359928098,8.311703504,7.187531835,7.350722908,7.587144321,7.811464182
'203104_at',9.159853412,8.571376057,9.028537202,7.825338548,8.688354455,6.252750157,6.511705258,6.155550748,6.301030647,7.09755727,6.604770178,6.446581964,5.861849189,6.738828713,6.916916381,6.117284299,6.665077314,6.36843293,6.715113408,6.229714021,5.599451136,7.373463393,7.050609262,7.125666977,6.129317738,7.301558903,7.509923053,6.649698016,6.696321968,6.118831221,7.351341108,6.997759182,6.478543405,5.556122348,6.049141244,6.905033606,7.382519278,7.673048532,6.761750413,7.634619908,7.281009046,7.624385848,6.348273986,6.454460177,6.89347054,7.091659397,5.471076718,6.012875706,7.33161438,7.911268364,5.260250578,4.481114957,3.73295083,5.040806275,4.284134517,4.42557121,5.258648893,4.521427821,4.797433809,4.991365936,5.163079927,6.953383058,6.926157226,6.907982185,7.132550281,6.954334247
'203139_at',8.157020415,7.190305065,8.523078437,7.083181555,8.018349429,8.993309505,8.96345644,8.230377186,6.709592059,8.244139117,7.990147722,8.174577849,8.736716333,8.534108171,8.066332303,8.604116766,8.382756061,8.453407535,8.708039615,7.444225443,7.947823054,8.268799665,8.043422814,8.374357301,7.795802407,7.723900391,7.678530974,8.041340757,7.400275438,7.788472836,7.600038765,7.628213226,7.461392722,7.447150093,7.918858238,6.7167487,6.690878953,6.561255433,6.519461438,6.411845437,6.545321197,6.872300609,6.527270892,6.477985824,6.822085312,6.403338864,4.851212581,7.000690753,6.246991604,6.913266511,4.780224623,5.624875011,5.315281209,4.48828014,5.850205487,5.34741277,4.970141835,5.26500413,5.706331524,5.963346566,5.487207708,5.5891024,5.745654003,7.395639311,6.091565349,6.016122812
'203140_at',8.485205334,8.557128867,8.305793618,9.355882077,8.156469306,6.974940269,7.004071913,8.44139575,8.46451969,7.628958553,7.637228157,7.7616058,7.379758278,7.552607336,8.109869009,7.725898747,7.864310657,8.328515178,7.369749935,7.659976865,7.609320731,7.976438453,7.215514846,7.986578173,8.038710834,8.40913299,8.532561926,8.665830901,8.691155331,8.031470319,7.662640285,8.490741406,8.817438155,8.550539551,7.418483055,8.234778947,8.539884174,8.650735703,9.084824329,9.2277304,9.133243401,8.758363168,9.179600067,9.179600067,8.819600179,8.705305227,9.065609673,8.935381679,9.279584602,8.459403764,9.930727942,9.83036104,10.49939257,9.979295171,10.3071959,9.955937694,10.62277268,10.009366,8.866924577,9.298475988,9.424877736,7.239273043,8.051890696,7.391399036,7.858010097,7.704362434
'203178_at',5.597553933,5.627087889,7.366927712,5.82685687,6.744980699,8.448214358,7.578032962,7.443620369,5.331685971,7.233622543,8.785209395,7.743223037,8.948104986,8.145401087,8.175151009,8.711761872,8.157020415,7.91034447,7.912234141,7.62171901,6.715923791,7.858010097,6.305370519,6.354663446,8.76714573,8.770102202,8.48912098,8.656927712,9.16407183,8.983421259,7.572528356,9.631775103,9.102227539,9.581045646,8.475240249,8.282286694,8.245899889,8.959911817,9.240957233,9.166939701,9.137424904,8.866924577,9.236448847,9.226297247,8.27772963,8.832969577,8.59899542,8.740696701,8.229133522,8.662224672,8.180468717,8.392694195,6.750849761,8.257329163,7.010914428,7.316290483,6.564878235,7.456379089,6.520756662,8.599916107,8.508825757,3.97024624,5.459740828,4.674898843,5.618621749,5.201634758
'203203_s_at',6.260932013,6.488686414,6.2476496,6.136636809,6.044119276,4.727760597,4.530243695,5.247714593,6.84687045,7.013126135,6.851704655,7.387788448,6.540196002,7.039448956,6.513022581,6.984541896,7.047651886,6.816447526,6.506308849,7.06015047,6.426366732,6.44047888,5.745654003,5.351329803,6.351568513,5.665528233,5.617200482,5.594113957,6.210660686,5.630873705,6.019670282,5.963801058,5.80518623,6.261914933,6.09648396,5.291906669,5.185326806,5.905034001,4.382901997,5.90247381,4.830280182,5.423505857,5.433735953,5.446335027,4.223192629,3.929367258,5.210614116,5.010581034,5.556253907,5.886119213,6.586379326,6.750440743,6.550792538,5.721726138,6.746232116,6.323568208,6.513747519,6.46395392,6.175028422,6.387857911,6.432376891,5.023638385,4.996189637,5.630469639,5.697817138,3.90809332
'203233_at',7.077790233,6.683695756,6.838699699,7.00648279,7.147039237,5.947151748,6.477636777,7.243540558,6.636233523,6.741774418,6.76296819,5.941791461,6.106496734,6.724807519,6.575541408,6.33054281,6.109141469,6.222566326,6.654639926,6.443006918,7.246924595,6.700351669,6.912796361,7.239564187,4.285432058,2.787183753,5.876495557,3.963029941,3.025475183,3.246243032,5.337213539,5.256888391,5.100537518,5.090675455,2.225814485,5.019130929,4.986261556,5.892492756,4.493055773,6.568069893,6.741774418,6.097123421,5.37539426,5.470227047,5.254450194,6.142915467,5.631922965,1.863263318,6.393101159,1.057912529,4.960203627,2.021759373,4.46683771,3.308617782,3.933575599,4.358351523,2.161071895,2.461801434,4.587949694,1.761970134,4.028732995,6.457017697,6.362004105,6.134443037,6.826447173,6.625292594
'203386_at',6.471971199,6.969211385,6.33394399,6.19758729,7.015537276,7.7820581,6.762571726,7.589040662,6.464858032,7.361392722,7.494382933,7.78546932,8.229133522,7.580992656,7.784179702,7.814922442,7.982504893,7.694328444,7.696701873,7.050360722,7.616785799,7.133335139,7.710795949,7.287963437,5.546014722,6.511705258,6.490311952,5.788386039,6.733074285,6.562618231,6.716958739,6.694714778,5.012316863,6.055848232,6.579326632,6.748337692,5.906346791,6.665662261,4.202719403,5.894637029,6.390120277,6.225668506,6.286128581,6.226321674,4.581439509,6.076294532,6.798439276,6.940331498,5.547147263,6.509306235,8.96345644,8.823729889,9.117018041,8.626000605,8.635606546,8.587248552,8.959911817,9.437139764,8.721258958,8.913502541,8.949306426,6.645294986,6.463772139,6.860760494,6.87964029,5.850773794
'203391_at',7.266119535,6.980516581,6.008973482,6.392411514,6.624321422,6.153361682,6.588065869,6.518369368,6.915781584,6.926617156,6.427772913,6.68233034,6.234610007,6.535105255,6.052638062,6.291310288,6.577608396,6.205138035,6.199672933,6.734501418,7.532806386,7.830208979,6.938226986,7.008452278,6.946165815,5.820286113,5.910966581,6.719174935,6.072948877,6.499548454,5.181045754,6.369483899,5.580693611,7.04017251,6.296297864,6.829280038,6.95386133,7.082676765,6.929179448,5.921317851,7.27721427,7.298565008,6.841118179,6.983834561,6.987456603,7.003106399,7.29740361,7.138596069,6.137567594,6.801463445,1.4217225,1.570566905,4.210220387,2.360596587,4.568420558,3.268857488,2.939191326,4.806912985,1.947659321,2.21119383,2.734866514,5.928992599,6.673928733,5.848937503,6.632507049,6.4617445
'203413_at',5.839731639,5.835821848,5.702868746,5.168045093,5.34625557,5.42314247,5.007025976,4.862887072,7.37068653,4.5250644,4.505393838,4.47119565,4.321744741,4.762965612,5.508325151,4.291519649,4.684465912,4.852770802,3.81333974,6.249954807,4.865028931,4.506146917,4.619336057,4.865749879,8.210515748,8.227204632,6.910949403,8.628537775,8.103131935,8.672091766,8.702425704,8.130992363,7.974944076,7.839606324,9.410873412,6.651475013,7.454050032,6.858769772,7.025351792,6.839807063,6.720629887,7.579488891,6.890252679,6.604190666,6.868956065,6.224494003,6.827534624,8.841496648,8.051890696,7.078053959,4.905261263,3.524772841,4.881418752,5.547274207,5.397253476,5.553557002,6.877624659,5.263588361,5.174792219,4.527195238,4.834706599,5.081262906,5.004865012,6.388890931,5.87439362,7.334664934
'203423_at',4.098876657,4.101050949,4.509958722,1.638237086,4.263407674,10.39627975,10.33749362,9.777101019,8.105926625,9.284346345,11.02214107,10.18635065,10.51664942,9.338930003,10.18977986,10.17243951,10.27391723,10.34553728,10.01530128,10.3847499,10.29246931,8.478271841,9.947555702,9.473991267,6.028373729,2.190619412,4.642552232,5.57535824,5.560303572,5.882960723,6.574582594,5.564887452,6.172948116,5.867482299,6.054198356,6.48650813,6.342983193,6.146429023,6.515045515,5.975180148,6.074460063,6.354479613,6.127736219,5.229042472,6.353640544,6.067262501,5.830635737,5.76402678,5.462299656,6.911191022,2.131979054,1.693417057,0.985650891,2.678974278,2.494697465,4.757223079,3.908677693,4.531668815,5.26070664,2.456782615,3.858823774,5.897610299,3.832223439,6.30484738,5.555738106,5.311544025
'203484_at',8.614468509,8.864796664,8.548933359,8.345756366,8.380628665,8.425057851,8.672091766,8.139569343,8.463769167,8.742664165,8.12599496,8.322507709,8.063661353,8.230377186,8.635606546,8.257958369,8.037698133,8.103692697,8.072802373,9.757456921,9.83036104,8.115932115,8.539043555,8.296580073,6.633300924,7.221114919,6.7923007,7.112515508,7.020696473,5.886703075,6.742826105,6.404187437,6.412551789,6.398542693,7.166339713,6.668473282,6.626683203,7.488923496,7.126761304,6.823397378,6.801899458,6.993900986,7.112268743,6.866948923,7.345861112,6.360664184,6.52206958,6.448897692,6.288156536,7.321337251,6.320961084,6.474321425,5.927550807,6.208053865,6.526336743,6.508000988,6.237192386,6.225996753,6.289144588,4.744850381,5.935679545,9.134682248,8.693020538,9.016257898,8.703420045,8.814428803
'203566_s_at',6.499908416,7.142517139,7.397165865,7.252617858,7.305122049,5.553043294,4.773383693,5.96453215,7.993225673,7.138335201,6.988631067,6.961349379,6.880567765,6.870728863,7.114063504,6.605344234,6.895509922,6.757128758,6.924266303,7.572898402,5.95664568,6.541908394,5.140138736,5.235434776,6.76441853,6.327158617,5.9727771,5.898617059,6.742195469,6.64038539,7.012639869,6.332412896,7.125666977,6.679701072,7.147550254,7.457372881,7.228067712,7.098089702,6.920371899,6.045003638,6.924980594,6.565994522,7.169329562,7.179615568,7.012639869,7.343096758,6.065641131,6.004775415,6.65904027,7.15962336,11.7337645,11.65952285,11.64577872,11.81492458,11.36633228,11.09208128,10.65987793,11.44313313,11.48093147,11.71831829,11.48093147,5.459364565,6.173584071,5.975469337,6.60303253,4.894675329
'203571_s_at',8.163407613,7.802728382,6.349829137,7.834249405,7.858010097,9.090119787,8.89443518,8.29724755,9.293837153,9.27172351,7.856680814,9.060375653,8.966928712,9.188268853,7.247473557,8.503213515,9.311239421,9.426553458,9.319534569,5.83288923,6.30851812,8.280988335,7.031271466,6.830616529,7.106817253,7.048382105,7.395935265,6.845771015,6.434347247,5.894337117,6.916916381,5.703135253,6.634478561,6.70479604,7.289434873,7.605591504,7.652604824,7.877203567,7.479758038,7.990666832,6.685259959,6.245986275,5.552527881,6.0605483,7.050882595,6.254207856,6.093569907,5.567794582,7.00237419,8.375779572,5.083551055,5.738839338,5.327884222,3.860962734,3.237513126,4.566901951,4.369364863,4.912565522,5.720633992,0.970079221,0.288987789,6.043053278,9.27172351,5.64014772,8.794213991,9.372815275
'203638_s_at',-0.014292804,2.346180263,-0.212471974,-0.121926888,1.503791428,5.995893614,4.728556416,5.097026048,6.859428356,5.941069889,5.46749086,5.131198615,5.228247164,5.033076877,5.746327242,5.232573909,5.615550253,4.954400979,5.313058365,1.942221428,5.494789656,4.226035652,4.95154823,4.897840162,8.534888815,7.60465835,8.05241116,7.075510879,8.174577849,8.163407613,7.206433696,8.251585441,8.171005105,8.447425149,8.540679373,8.514363165,8.232204274,8.38413845,8.09202787,8.499324503,7.868871476,8.586390301,8.475986213,8.534108171,8.533321627,8.915755805,8.264867483,7.644832816,8.31368088,8.365181668,2.446531953,0.647328192,0.332996441,2.402761903,0.061628182,-0.143428881,1.985375131,4.239534553,-0.346846823,2.388041233,0.90951492,4.936790004,7.023647865,5.294349437,7.055620495,5.758054579
'203639_s_at',2.398201632,0.154601379,-0.57407028,-0.237081114,0.553198776,2.394223179,0.198438035,0.222968322,4.645099707,3.850104655,0.850544422,-0.218139453,0.976509704,3.639441381,3.520402156,2.168416227,3.901290234,2.119539962,1.374910987,-0.132626154,-0.063235798,-0.296006328,0.333575463,0.994735076,5.061412934,3.329617999,5.252871146,2.571495834,6.213553699,5.700598222,2.246348402,2.790315995,5.761624677,5.640409641,5.849072772,7.09421177,4.897517717,6.444069736,5.983600047,6.002698541,4.500403048,5.099656458,5.786718262,5.737084667,4.83193861,5.719432878,4.57961033,4.348384861,5.608304634,5.241027684,1.244124623,0.275932225,1.2335487,-0.342425558,0.83241485,-0.07148641,0.270421252,1.739407564,0.369658223,2.5320993,2.328717647,1.951702081,5.366081643,3.105648059,4.121657083,4.202247255
'203649_s_at',12.37273627,9.838161496,12.31660585,12.20299718,11.96699018,6.966390078,8.93297528,9.324323588,3.481344707,10.90644101,8.380628665,7.044860011,8.916918097,8.589772614,9.717260523,7.572153467,8.871229416,9.939265739,10.40035911,11.61055724,8.377145196,8.658692488,7.916460755,9.848778246,3.080418852,1.893588895,4.530905201,2.809738886,2.39657808,3.499699667,2.848398776,2.893052079,4.560998319,3.891106755,1.943647628,4.749189041,4.117184471,1.877923073,4.406288487,2.33168062,4.76547001,4.942477394,3.747958089,5.664602072,6.191827553,5.44035266,4.052958862,2.887844664,4.403927622,2.432027681,5.464648283,4.8234982,5.753836866,5.179270729,4.637530879,4.378186616,5.657627877,5.007136556,5.471313503,3.426147641,2.86985661,6.063428985,8.146604956,5.860718245,5.012752346,4.713387979
'203751_x_at',4.98142015,3.291178727,4.956722485,3.672741082,4.528345875,5.244964445,6.516697236,4.446546186,5.002716243,5.304057634,6.406815766,6.508737412,6.448368186,5.757505945,6.062357489,6.659831288,6.278462069,6.083900437,6.619235212,5.184878139,3.41571859,2.62722336,5.848655986,4.808450802,6.505577112,4.231575253,5.796263943,4.974052583,5.394566719,5.519860107,5.556510631,6.166768988,5.439478391,5.650437305,6.003291311,5.809376246,5.555738106,5.548033357,5.036923647,4.724145027,4.760749334,4.847861236,3.241027535,4.068090294,4.743849839,5.223420915,5.819615632,5.948310635,5.845627725,3.837899476,1.355391776,0.148224751,0.048998573,0.42277877,1.324650605,1.518356601,0.594308157,-1.40226705,0.531885839,2.025952204,0.825389719,4.477004894,6.025060502,2.814277586,5.123456402,5.551288537
'203868_s_at',10.34553728,8.330553406,10.10882517,10.2344542,10.20668963,7.29471848,7.892028823,7.350089006,6.528569391,7.809713876,7.30541602,8.053981967,8.118757535,8.163407613,7.696320276,8.027234262,7.371334832,8.466779896,8.580524846,8.665830901,7.65103505,7.940515894,7.607824104,7.540911382,5.039413958,2.939052334,3.989828966,4.632817147,3.43610642,3.940299352,3.593196146,3.395302367,5.455295596,4.458742466,4.275440574,5.570323322,5.548409358,5.542472956,5.392982439,5.289383513,5.101183941,4.882258398,5.26114992,4.563137398,4.77863193,4.356835548,4.028349389,4.844446153,5.531303355,5.815456268,6.014350083,4.909020891,5.859726771,5.751949969,5.530674352,5.729959156,4.560899897,5.90937678,6.568258112,5.234274925,5.768099584,6.58256479,6.973761382,7.099109654,6.600496829,6.672914902
'203885_at',5.950053765,5.884395705,6.92963434,6.318260875,6.718150389,6.141337484,5.571497125,6.50781109,6.79971909,6.620010705,6.803413294,6.702163553,6.940331498,6.667470453,6.575925191,6.548712293,6.686049683,6.58369539,6.854117191,6.673520624,6.652664281,5.93918164,6.568258112,6.307350641,6.753551842,6.824734851,6.550038243,7.217211189,6.870728863,6.99824827,6.49841715,6.645294986,7.326187476,7.196825662,6.821199963,7.145438538,5.864259325,7.19463415,7.048864186,7.376919615,6.869178644,6.468335546,7.371334832,6.747910109,6.536984293,6.469052394,7.131763828,7.041637356,6.876739251,6.527088578,9.383220381,9.614571199,9.245417196,9.154216197,9.189796078,9.505804332,9.875737115,10.29246931,9.779549798,9.859324233,9.883348847,6.409755071,6.615581778,6.053268985,6.633496741,6.309535876
'203915_at',8.885529197,7.038211168,9.223337281,8.314337749,7.743636287,5.577914362,4.610552118,4.603237917,3.156167905,4.340163919,4.447774386,4.502595609,4.564576363,5.258531004,4.279474522,4.386208594,5.964811752,3.955816739,4.650167043,4.538725415,5.134566242,8.108723765,4.987219602,4.673202899,2.976289583,2.463079478,3.978696875,3.368153336,3.116900062,3.689963434,4.457773062,4.168173932,3.93761432,2.530725854,2.883947812,2.914599198,3.893229668,2.644408764,4.254449348,4.315145175,1.146942738,5.110491069,4.517287681,4.048489382,3.984592652,4.279670371,3.333519692,3.728108191,1.409628597,4.163082802,4.973729683,4.123345443,0.699740958,4.441854799,6.094477708,4.154585511,4.947750474,1.449322049,4.996835762,1.58940786,4.371722256,7.09626941,5.40746728,7.323135057,5.126333162,6.298139412
'203973_s_at',8.321096806,9.143086442,9.207176163,9.481282131,8.279034093,9.603953009,9.98822792,10.23798103,8.134429982,9.572654668,10.24142221,9.735854673,9.546480483,9.677903825,9.515356785,9.627409406,9.494355704,10.17597202,9.878216252,8.398443389,9.731174167,10.07076019,10.10882517,10.41250693,8.508022812,9.223337281,9.648908421,8.4767717,8.817438155,8.473668545,7.987108266,8.863640693,8.548933359,9.173946795,7.419437851,7.809309952,9.180976983,9.045175471,9.223337281,8.624232993,9.371166916,9.306398703,9.162731094,9.32115574,9.068217981,8.651593148,8.728068537,8.572208702,9.285977552,8.113261989,6.084803133,6.222566326,5.303455261,5.973222566,6.995827618,6.271856897,7.515011908,6.164722038,5.041460763,4.085159808,5.056840668,8.602446875,9.62957583,9.618854105,9.502098516,9.794471852
'204015_s_at',2.330756057,0.000391119,3.410659882,2.303021379,2.969714967,2.105423995,1.796621058,4.188944173,1.552094623,4.249114743,4.712900986,2.934054148,2.653219948,3.546510758,4.48934117,1.541926321,4.460194648,3.66827356,1.436144802,1.595273667,0.552162424,4.232405717,4.139622276,4.150199004,1.847356668,3.284618838,2.316001491,2.822110855,3.787224044,3.497920434,1.337822423,0.869219793,2.132356418,2.482259487,2.046493856,0.445493697,1.494727309,1.688836365,3.631421713,2.158735274,1.901193942,0.816602512,0.983635508,0.171052574,0.521003631,0.734060343,1.129941152,3.238772623,3.370125155,2.7723648,4.345773916,0.664725739,0.943260911,5.080726142,2.166679421,1.37825767,3.200392014,1.837844115,4.293694515,2.034217014,4.783116695,7.680137988,7.425627232,4.663543392,6.902538325,6.798210745
'204048_s_at',7.475389016,7.680137988,7.427563544,7.991162666,7.717750352,6.362345281,6.170595265,7.085732633,7.636827221,7.34370238,7.838249074,7.985068506,7.575885475,7.717750352,7.395318214,7.435077535,7.619435109,7.976922321,7.769703498,7.549033971,6.661208448,6.669492783,7.13307826,7.286775464,5.972931995,5.807153927,5.091965426,5.322470471,6.325122033,5.331455843,4.602572202,5.670910244,4.760354384,5.879093566,5.703265303,5.717042324,6.555592424,6.132953742,6.435053098,4.920963215,5.082804561,5.269736416,4.505482932,5.17669756,5.166667538,4.352300222,5.426804254,6.913493855,5.63630444,5.684438714,7.375985769,7.310874372,7.817035256,7.215236621,7.137817577,7.795353957,7.457372881,7.956498836,7.143565808,7.848154247,7.61793173,6.396793483,6.046859396,6.382803705,5.678720577,5.116595885
'204069_at',4.420654211,5.045686698,4.819841158,4.473380463,4.760146915,7.387163385,7.162530473,7.489252726,8.994479873,7.694720322,7.885110071,7.103230297,7.565553622,7.346732831,7.931262728,7.583867881,8.182809812,7.495427593,7.148087433,6.370158465,6.844881161,6.814740657,8.915755805,7.189453215,5.750191917,4.670012627,5.370373821,4.922621294,5.375622698,5.769326077,5.836534855,5.628123465,5.737226151,5.272431425,5.801193333,6.033012979,6.39925341,6.235766714,6.195365516,6.351040395,5.241953517,6.605533879,5.57213904,6.151328796,6.348454222,6.332762407,5.868609245,5.128994006,6.149889187,6.192621189,3.303782029,5.759553756,5.69715566,5.478448011,5.840447174,5.673143157,6.131788565,6.215992195,6.530052793,5.518971913,5.870567033,5.693461317,6.519822694,4.422641045,5.891352207,5.422052611
'204114_at',6.372201434,9.431865209,8.108144738,8.792256358,8.836121616,8.276504184,8.901172865,8.10143969,6.475799971,8.01731888,8.034086139,7.765476184,8.536490522,8.104244152,8.596570241,8.19469091,8.220968717,8.041340757,8.534888815,8.828769642,7.796230495,7.104754663,8.510374202,8.279034093,4.266750363,0.549137093,0.01700275,1.316560648,2.016577737,1.897007261,-0.689628507,-0.470140921,1.449939602,4.038601598,3.32422833,3.469596309,1.453648621,3.295293454,3.091037565,0.629891302,3.0229586,3.818871284,0.713511879,4.342914087,4.827106441,1.287328816,4.247349934,0.437921862,-0.177111485,3.846077905,4.280135069,5.564375011,4.853393769,5.297380624,5.572790969,4.994048972,5.119811971,5.674992586,5.854187781,3.679219228,4.529010144,6.869625638,5.451751651,5.87706513,5.665929947,7.100946986
'204384_at',5.958663991,5.194110397,5.157613072,5.266836057,5.352650018,5.778159808,5.698219976,6.053110467,5.408440862,5.495034072,6.14973739,5.659316015,5.828827091,5.625409982,5.320334179,5.325403885,5.774220265,4.823087894,4.984020473,5.814090509,6.13101573,4.774497747,6.43687489,6.298813598,3.396555052,3.421726287,0.435747011,3.84627408,1.02215025,3.945725727,0.497404504,3.274032135,0.209551953,3.962552638,4.674294491,4.890399806,1.576471496,3.83302191,4.901831051,4.624273454,2.614200101,2.648417225,3.824830392,3.656851777,0.012064917,3.783659215,0.256690951,4.057869439,0.827023275,0.770458311,1.77928938,1.156414722,0.360489038,0.212306603,2.709454928,0.85678218,-0.306924391,0.01947971,0.140199852,0.092272035,0.408810733,5.655271354,5.818912697,5.75059242,6.313043393,5.868322044
'204422_s_at',3.1246796,3.355256182,4.059772239,4.490486534,3.945530327,4.636450893,4.187261615,5.09207577,5.894337117,5.459244553,5.327541732,5.156182103,5.064220004,5.411099457,5.664470251,5.329542895,5.50233719,5.251835049,5.303209843,4.052290624,5.625138783,3.787618592,3.067408128,3.732637956,6.889566447,6.717752213,6.662430588,6.933574136,7.333441574,7.107337937,5.688305069,6.87964029,7.460413465,7.406677862,5.866788071,6.545133088,6.021475336,6.745185307,7.028788455,6.397827305,7.413724882,7.32980989,7.594520732,7.176618358,6.428120716,6.102331708,5.844613004,6.801680511,7.134403428,6.504276073,4.661456188,3.679622781,-1.182482908,1.268759195,1.717465526,-0.385039918,4.350540818,5.339379288,4.084306856,0.205587914,4.635650063,2.675228278,4.618655457,4.85070246,4.46939129,2.41987811
'204442_x_at',5.595771626,5.409408471,4.434974245,5.797363536,5.365623105,8.768106192,9.137424904,7.516726433,6.917368578,5.82685687,6.482353077,6.986461328,8.107653956,7.070695547,5.777057123,7.800536659,7.258390479,7.080581338,7.47571232,5.308022786,6.595990515,4.872970902,7.307244936,7.061384332,4.749291844,2.973453201,1.878928759,4.729656592,2.018396096,2.443091047,1.907633604,1.700809251,2.820281153,4.16826804,3.109655592,2.067759864,2.077470904,3.502118828,2.872850647,3.307276773,1.361181982,2.226003439,3.670340996,2.232656933,0.633665564,0.74384829,2.4064117,3.458834466,0.576955904,1.473656629,3.703169564,3.434413422,4.417041706,4.373770714,3.616377137,4.641276322,3.419113898,4.016200207,1.967980172,5.97871248,5.839731639,4.615240118,5.592339533,5.863828509,6.162988383,4.341588118
'204466_s_at',5.853769027,5.188700115,6.294928134,4.585326668,6.31054787,6.196784601,5.71970817,6.105873375,7.060400582,5.952983939,5.414465793,5.41978965,6.396090498,5.732253788,5.951666106,5.96349332,6.399615411,6.243367672,5.952394412,5.972636517,5.208918031,4.797334548,5.822677456,5.798608311,6.790805662,7.133841718,6.458475539,8.30643405,7.328298691,6.779665785,7.487900417,6.553487458,6.484325114,6.934269356,8.648984968,7.674588983,7.937164415,7.346445445,7.062113922,7.33161438,6.702163553,7.247473557,6.859869623,7.056386483,6.551952151,6.423337309,7.585354224,7.145438538,6.967812073,7.021203463,4.807741755,2.375827225,4.242732567,4.569772791,5.830370296,-0.214667711,4.99971948,4.354004464,3.066056639,1.365345189,1.38716927,4.896893898,4.684052073,4.530616279,5.129211824,5.207889566
'204475_at',11.97626409,9.068217981,12.43607664,10.32970887,11.16874242,0.477117735,1.531893173,2.468155108,2.384776195,3.202039304,3.933391759,2.422198192,0.143082591,6.641963439,3.670236515,3.356402709,2.257734817,4.139136488,-1.495247792,5.9850888,2.353235481,2.66717304,3.57559719,3.688829075,-1.144066067,3.447163323,-0.175851065,0.914204426,1.243712488,3.974657288,1.954681974,1.808616189,2.492755696,2.452134806,1.190424503,3.467936386,3.119265246,2.642582261,3.148362614,3.201401495,1.406182035,1.777693342,2.796021818,1.204455746,3.103793661,-0.012493225,-0.30935425,0.596068949,-1.12733165,0.973633482,-0.293658746,3.312473453,3.417888275,2.465822567,-0.566946705,3.080696136,3.28731523,3.567373269,3.532558678,2.123826108,3.920798148,5.371436873,2.89336291,4.60053589,2.876921427,5.553301743
