'gene','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Rheumatoid arthritis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Endometriosis','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Parkinson''s disease','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Neuromuscular pain','Breast cancer','Breast cancer','Breast cancer','Breast cancer','Breast cancer'
'214916_x_at',6.895053594,6.929856801,7.482460852,7.970902372,7.789317405,5.373112111,5.364677926,4.950488922,4.541548585,5.995893614,5.063577885,6.402195336,4.868953029,8.526982392,6.200150049,5.656189577,5.184312222,5.538481238,6.099102915,4.754607985,4.249114743,5.677905526,4.977883561,6.04017257,2.142901896,4.535334726,5.25631596,2.228103049,3.754286044,3.262062903,4.595463168,2.038977608,1.390471093,1.401201687,4.857314816,4.470425319,3.832732909,2.642233913,3.744419743,2.957159538,2.780301131,4.779729921,2.976008645,4.947009615,4.999389535,5.529904821,3.478504518,3.80982578,4.938079142,5.064220004,5.295971487,2.552499741,4.637042935,1.823907586,3.725783902,3.184320273,5.554854631,2.853729126,2.819958805,3.999883124,3.984401075,6.085259596,4.933202805,6.355688978,5.868609245,7.512673361
'214945_at',2.898827373,3.461979772,3.280245379,3.059893665,2.733743424,7.776108052,5.980674443,6.985265114,3.440162518,6.663433188,7.564481861,6.997759182,7.869845428,6.779243134,6.802765336,6.476918164,7.972403298,6.315561265,6.06633322,6.440119559,6.838929473,6.147221911,5.331338175,5.399802677,8.415608712,8.144799868,6.810628877,7.807614901,7.373762509,8.44435922,9.024807813,7.858010097,8.049817975,7.559086062,8.22467027,4.774295957,4.140562851,4.372384316,4.612110774,5.304876411,5.127219918,6.681936574,4.974385008,4.168079307,6.002073941,4.979293963,5.521746327,5.093065236,5.452978656,4.315238223,4.090441069,4.009253459,5.098891498,6.041230448,3.101391725,5.970766178,5.017276055,4.288266394,3.54122413,4.194843077,2.986539087,2.168785416,3.42909016,3.903512088,2.071938748,2.629745902
'215000_s_at',7.80228148,7.829302328,7.845026589,7.584243264,8.173955543,7.983542074,7.595958203,8.038710834,7.950279554,7.415939888,7.601906779,7.773139028,7.769285986,7.698278083,7.654155923,7.555836037,7.751159122,7.637606715,7.668053182,7.564108243,7.378490681,7.722680318,7.62018841,7.716949092,7.759519713,7.353497406,7.270466671,7.480441548,7.717356409,8.007846503,7.121184395,7.24493284,7.439668102,7.496764407,7.888347465,7.92211351,7.358662214,7.491335362,7.819665565,7.884164651,7.568131757,7.674204324,7.772312337,7.806280232,7.607824104,7.283318738,7.59194585,7.56232008,7.401221991,8.221596285,12.25267688,12.30375782,11.84877176,11.83131686,11.29846075,11.20849142,10.92744813,11.36042831,9.383220381,11.08643937,11.40732928,7.652604824,7.665360597,8.31033354,7.584992636,7.17197216
'215121_x_at',11.11942642,13.08659064,13.15879001,13.11941083,13.20938648,7.34370238,8.522236591,8.776066523,6.46997126,10.91690089,9.603953009,11.27050168,7.615245538,13.11941083,11.87543886,10.45344561,10.18977986,10.23098667,10.42048336,6.832545909,7.27544976,9.886072583,9.095413397,10.75686915,3.782668506,5.352178224,4.979405797,3.829833097,6.066029235,5.728481068,1.396273136,4.85824581,5.14404645,4.60053589,3.756992408,4.827209413,2.425828732,4.596555178,4.587368191,5.446948657,6.177862599,5.67844004,4.894574023,4.925451873,4.197058488,3.27524681,4.783016626,5.380856248,4.815847409,3.319693709,4.553526981,3.924333538,4.761344556,3.271082105,6.797997348,3.662865212,5.112934539,4.879098164,4.015061636,3.905847535,5.048737605,11.30425377,8.946909209,13.20938648,11.50022754,12.8692219
'215157_x_at',11.16340812,10.86465565,10.50828156,11.1359412,10.81294302,10.03987564,9.961923099,10.40844217,10.73199697,10.57768249,10.6788949,10.86465565,10.84897609,10.81812111,10.81294302,10.91165218,10.94831084,10.89648999,10.80269986,10.54237602,10.84897609,10.82820494,10.78738159,10.69810744,9.794471852,9.745585182,10.0274693,9.833103224,10.19311684,9.950317628,9.967750782,9.66698549,10.13195488,9.721868589,10.03032407,9.62957583,10.01530128,10.17243951,9.379775636,9.953126127,10.05236157,10.08668167,9.462837683,9.536598945,9.784477416,10.19311684,9.391523927,9.262261339,9.525029753,10.36065993,7.578767533,7.735296528,8.266181817,7.979951635,8.527734924,8.081512405,8.437013671,8.048175689,8.290045246,7.737832002,7.889723654,10.86465565,10.75686915,10.82820494,10.22370688,11.14150826
'215379_x_at',9.386564628,11.95710494,11.93911588,11.45577541,11.54445214,6.915543213,7.105524098,7.337329692,5.210063296,9.248401498,7.142772889,9.944731709,6.712069254,12.21532806,11.07556126,8.729979955,7.96193126,9.071936071,8.422098305,7.379758278,6.509848132,9.521210711,7.915513873,9.56060713,3.598455425,3.97697345,2.592916185,2.817990867,5.170756794,1.717880381,3.398637222,4.070750542,4.180806062,4.073277023,4.768331791,4.918680158,2.307308279,2.556511628,3.554750283,3.3013837,5.216948191,5.311318233,3.938284959,2.345616072,0.582762869,3.49435543,1.856157839,4.193633596,2.14834957,0.567373878,2.36321797,4.344997631,1.494727309,1.619838891,5.583114778,0.980926665,4.411930576,2.776718081,2.403849129,2.986835428,0.14241054,9.769696549,8.335939541,11.65255566,9.646786116,11.50022754
'215388_s_at',9.205760337,9.62094117,9.337341954,9.757456921,9.198532049,8.60326202,7.855805444,9.92503073,6.96157899,9.550493528,9.376303355,10.0461829,9.636020993,9.59548254,9.91929942,9.532706264,9.603953009,9.58722372,9.689570017,8.808270038,9.525029753,8.680157065,8.982263749,8.907772276,7.074480937,5.766741853,5.829661511,5.824089743,7.090124707,5.653693061,5.190851702,5.922636138,5.960443076,6.133187862,4.930686312,5.353732729,7.305122049,7.49575215,5.873533178,6.72563551,7.236180442,7.509923053,5.219535142,6.070037216,6.770763646,7.268132662,5.689868857,5.872007848,5.350983088,6.009576312,6.130866404,6.351906126,6.334770764,6.556530851,6.499366775,6.595990515,6.425310398,6.9470911,6.823632567,6.294768774,6.265562024,5.653298679,6.984072896,6.64038539,7.090897561,5.208465535
'215506_s_at',4.592724701,4.844137972,3.761995925,4.343295472,4.379411431,7.540911382,7.329496311,8.176318492,4.982503857,7.734888796,8.24653183,7.889723654,8.269420735,7.407911671,8.896642261,7.886076079,7.99274106,7.78034931,9.334086559,10.44925545,9.157006933,4.406862413,6.318928985,7.366623839,4.680965572,6.683695756,5.226855645,8.036668927,5.334390279,4.960203627,8.353361686,4.347915784,5.876774786,5.744152506,6.881692752,4.691134893,2.247474282,0.838271955,4.039171229,4.703111999,1.339935899,3.895557781,3.399889706,4.098401246,4.320538198,4.880473515,1.202345008,3.154341889,-0.57676522,4.713886922,4.578537124,3.684405189,5.19074243,3.276226652,3.11321933,4.46806767,1.847550604,4.810286374,5.038987148,4.535637055,4.037754957,1.366608726,4.412216656,3.508238149,3.974361818,5.077348409
'215646_s_at',5.807293862,8.79119654,8.89887889,7.838249074,8.508825757,4.755015361,4.476130599,7.859834413,6.165670005,9.098120458,6.868956065,6.644701664,5.74605821,7.759131348,9.195575457,6.853467247,7.413724882,6.550792538,7.94200332,6.804059621,6.893697648,4.640098392,9.792030489,8.955219575,5.261959246,4.851212581,5.1226972,5.465408073,5.590532113,4.394054416,4.823392962,5.123349399,5.317660034,5.906346791,5.743612691,5.625529556,6.087875228,5.797770068,6.729170488,6.612678687,7.294129248,5.406272899,6.914159649,6.269709142,6.65564667,6.279142268,5.357894908,5.563357471,3.325781409,5.183859332,0.848029059,-1.016780592,3.010667751,-1.370201846,-1.675422862,3.511104089,-1.714428316,4.797744672,6.046709417,4.392355213,3.866107339,7.473427747,6.96039659,6.739038486,6.64234402,7.058642303
'215692_s_at',0.902973413,0.271575723,-0.147087587,0.841738574,-0.659387717,3.454700322,0.633906927,2.265187205,4.601312649,4.521336557,1.636375162,3.887895082,3.04910212,-0.192645046,3.891398872,1.716051146,4.226509123,2.50249497,-2.406816388,2.385864529,2.913282559,0.87517657,2.536803492,3.284250033,4.707207314,5.304767763,3.275735116,4.223102313,4.392167577,3.642244111,4.369364863,5.096148999,4.583759928,4.709505428,4.610938099,4.325040562,4.355428528,3.376984995,0.776367598,3.100729404,1.567523593,5.058244973,3.137948858,2.215062182,3.705949163,4.214806195,3.297015021,3.124408043,1.127793964,4.335943832,4.012013794,0.39367259,3.499921367,4.035573336,-0.409699189,3.321618981,2.31163766,3.252201684,4.680374897,3.162809523,3.521059809,0.283514112,1.642370883,2.456597687,5.555354949,2.64723495
'215811_at',5.499627582,4.48140476,4.801547939,4.467252524,5.642857461,4.603629654,4.901618098,4.802761396,5.374307066,5.00928608,5.245083378,5.171312398,5.612474724,4.737147326,4.62261207,5.262083208,5.69278741,5.857446379,4.978320894,4.119272731,4.95091632,4.612692201,4.859496947,5.783471319,6.064519572,6.256986105,5.576120858,6.525769196,5.810066001,6.087875228,6.946622311,6.746870203,6.186182692,6.522812967,5.741289366,6.079617469,6.019816874,5.951954063,6.028963245,6.013024894,5.388859526,5.808678532,5.587559074,5.82115512,4.012506238,5.185888659,5.696613774,5.768780157,5.302260731,6.025799662,4.315612831,1.559961541,4.627496651,3.58334792,3.559824902,5.097579154,3.629327651,-1.07751833,5.24472792,3.450643884,2.51758124,3.906326341,4.058058805,4.269470996,4.748193233,3.699639876
'215870_s_at',3.013051729,-0.004253663,3.058388408,4.744351287,0.111368246,5.26070664,6.688051488,6.483086088,1.770205359,7.007962261,4.388307882,6.0593447,7.090642697,6.138175952,4.734666162,5.05923507,6.155718099,6.446761562,6.630176983,6.465787515,7.042395598,6.326818974,5.779649847,5.415914853,5.16599164,5.52350392,5.204376736,4.63821501,4.691631353,5.159175025,0.783481308,5.092850348,4.76547001,4.544815718,1.177788772,5.729549218,5.583889758,4.484558396,5.348612435,5.643638476,5.668802892,4.872872094,5.319638529,6.282609765,6.120554822,5.973674373,5.452860045,4.213668068,5.427976311,2.880213671,3.604733117,-0.631397693,3.496391019,4.980039451,2.647752043,2.171922818,3.256822788,1.452194793,3.741525436,1.485229508,1.233123515,3.149128036,2.253934055,-0.032813494,1.61199831,3.397014142
'215946_x_at',8.398443389,10.80269986,9.257711001,11.07052479,9.475875299,5.973674373,6.437582402,6.849948667,5.402079342,7.678161452,6.706663432,8.88778708,5.866922728,9.897232246,8.64527336,7.208328134,6.77517907,8.08368488,7.267279395,5.66931655,5.609590333,9.270118562,7.287067706,8.565466666,2.374912235,4.946272927,5.688438618,4.325993449,6.053110467,4.998310414,4.268331471,4.719603932,3.6370582,2.979290378,4.228836837,4.729352054,2.801206743,5.511327944,5.455911361,3.699639876,2.917674939,6.14500499,5.946296877,5.883392687,2.607475663,3.074569552,5.251248046,3.392055379,5.829802135,3.55343833,5.497270819,4.425384043,5.751011495,4.049720923,6.128996165,4.71490222,3.644614481,3.949681585,4.649491898,3.441289814,4.559939076,7.799691271,7.06841297,10.80269986,8.738714168,9.226297247
'215983_s_at',5.122263031,5.240447016,5.562731016,4.835122945,5.155298477,8.552954177,8.45710264,7.336148618,5.087051801,7.602267148,8.311703504,7.64634398,8.465279621,7.062616349,7.035527972,7.60967165,7.477354038,7.241822304,7.96790795,7.75529346,7.648333282,6.930317461,7.129912692,7.064615253,5.179048966,5.138241807,5.748946211,5.561958284,4.786127008,5.077561172,5.562731016,5.641955866,4.308745594,4.432980834,5.646534283,5.523130884,5.170756794,5.538481238,4.722713051,5.358013225,4.967520557,5.777884457,5.352289173,2.964126585,5.047326753,5.016946927,5.776638675,1.262608391,4.607704296,5.575616728,4.511293719,4.574233693,2.989114245,3.739936076,5.238407676,5.15552687,4.865856088,6.03850137,5.74605821,5.735733538,4.578831514,4.843324552,5.75126834,4.925968089,5.114611531,6.41681877
'215990_s_at',5.193307264,5.851068797,6.293795832,6.059191906,6.343827409,4.812920401,4.663145655,5.688178253,5.400886956,5.803123218,5.430910218,5.68429925,5.064750488,5.404594692,6.265228826,5.74278198,5.867338637,5.905187823,5.632310352,5.981688815,3.943981058,4.074865504,4.420563923,4.50848755,6.058130075,5.608686268,6.735344351,5.755884758,6.429373475,5.898326399,5.191521183,6.637010689,6.994371886,6.718565774,5.344505899,5.973970025,6.243193851,6.418575621,5.308719569,6.525020333,6.433098521,6.794842031,7.327991236,6.327683128,7.147808435,6.297648718,6.113585326,6.257314667,5.812842552,5.503480331,3.3622719,5.708207682,3.101658853,2.973590581,5.328004118,1.243497761,5.535973742,5.821859054,5.560048424,5.825475467,3.701759597,4.620413722,5.279306001,4.34443709,5.050993742,5.506108101
'216272_x_at',5.098790659,5.29517061,2.816437762,5.278966092,5.17680632,5.836672524,6.678715478,6.64292749,4.804991968,5.439973159,4.864410016,4.832238563,4.763252491,4.537770745,4.556264917,4.518250527,4.717079897,5.335790874,5.425829292,4.923237113,5.792107791,4.333037076,5.339856964,6.897779026,4.51662064,4.162987647,4.577760436,2.944222441,5.007242724,3.13899921,2.039782684,2.840005238,2.411212153,6.057666854,5.047326753,5.24544118,4.189034861,2.503744936,4.19148244,4.290312426,5.370016697,2.001172617,5.600973294,2.516370469,3.921183572,4.443470144,3.274281771,5.256767548,3.333633657,3.618477922,4.716079522,4.716779025,4.615332691,3.742909681,4.01355089,3.604514516,4.872970902,4.559077972,4.802260381,4.364083518,4.438982101,4.584939308,4.449959254,4.222918238,5.225818099,5.186762211
'216384_x_at',11.011119,9.878216252,9.562650551,10.86465565,10.31439772,10.2344542,10.00036421,9.809691991,10.4369807,10.44497354,10.64164251,10.92744813,10.60920488,10.44104656,10.5038927,10.87528102,10.62758015,10.92251907,10.57338489,10.03335919,10.95834762,10.90644101,10.33749362,10.49526597,10.12508853,8.968153827,9.364152288,9.055203668,9.721868589,9.599739774,9.955937694,10.00626403,9.419579656,9.982505258,8.838254926,9.340635675,9.528936573,9.897232246,10.11534743,10.45344561,9.822411156,9.721868589,9.433613296,10.9326672,9.862070676,10.07687981,9.886072583,10.38048554,10.84374271,9.680292964,6.257474736,6.245820048,6.717752213,6.335454448,5.893638223,6.562434255,6.224661071,5.755317785,5.810617895,5.758187023,5.640279709,11.20849142,10.4369807,11.47496932,10.78230315,10.59112048
'216401_x_at',6.532123184,9.552572995,9.111565234,9.970650122,9.245417196,4.75491129,5.875786724,3.772467329,5.195704227,6.562618231,5.450256536,7.53144624,4.324567563,9.772261408,8.174577849,4.934570756,5.343183703,4.66294713,5.014484791,4.283664254,4.122124848,2.101067929,5.384818254,5.739950767,1.912087153,4.576304261,2.892164129,2.757152037,0.918940822,1.362260732,2.323830232,2.454834512,1.350826765,2.421492998,0.882914552,2.334840213,2.739150313,1.711774933,1.140361074,2.453214249,0.718054529,3.932532886,3.228259911,2.241430071,2.794004752,2.5346981,1.08256676,2.893935483,2.449384775,2.146795385,4.214044952,0.970079221,2.207022358,0.622950815,3.909162949,2.271654762,2.343399334,1.026739393,0.905495274,2.447940267,2.342667743,7.010914428,5.517064505,9.27172351,7.368831636,9.534761464
'216438_s_at',12.45062115,12.43607664,13.27736394,12.34404472,12.96615385,11.8842974,11.71086936,11.58381867,12.16831947,12.38858566,12.68910286,12.26546993,12.24017467,12.42000132,12.32996798,12.30375782,12.17971842,12.20299718,12.20299718,12.27725838,11.30993969,12.40327142,11.93911588,11.64577872,11.63850429,11.54445214,11.56429667,11.77360755,11.71831829,11.67373526,11.67373526,11.78164814,11.62419849,11.71831829,11.95710494,12.04689292,11.8842974,12.11162529,12.0261835,11.99567655,12.04689292,11.87543886,11.77360755,12.05800194,11.87543886,11.91139435,11.84877176,11.74181327,11.76520938,12.0261835,8.18627842,8.068972066,8.706226301,8.996899144,8.496103176,8.562898861,8.220342077,8.311016468,9.043822047,7.066134095,7.539469428,11.5900994,11.92065194,11.90249523,12.31660585,11.51865518
'216491_x_at',4.333964834,8.175725392,8.345090499,5.980674443,6.889566447,1.349997218,3.3295029,3.708209202,0.861403894,7.362655757,-0.022608718,5.725961624,0.543760579,7.238140459,6.277795405,4.62907006,5.372634858,4.587949694,5.036503533,0.99031122,-0.277637237,3.5877796,4.027583195,5.331917179,0.736906538,0.417502974,0.171712744,0.020532766,2.801813802,0.762229218,1.505826969,1.302360775,1.489947147,0.641335437,-0.090067701,0.540399646,0.270995353,0.561771046,-0.155285961,0.776594887,0.993841318,0.236086999,-0.084698443,0.660110918,0.11463319,0.163784643,1.853537594,1.686371844,0.029224107,0.425196437,-0.217714313,0.252495763,0.670897681,1.98577966,0.691946729,2.140393353,1.606244589,-0.106648803,1.672894419,0.068408754,1.190624561,4.856211041,2.554962295,7.089090752,3.539915327,7.802728382
'216560_x_at',5.165216411,7.22861358,8.918055508,7.003106399,7.291184941,1.109399033,1.144387506,1.689232866,1.463548311,1.774464787,1.090235762,2.493462888,0.272430568,7.20388429,6.549667406,4.220364498,4.63821501,4.903778241,3.473611675,0.413150848,0.525950171,0.940394844,1.396483812,4.75511829,1.861196057,1.645245252,1.754591598,0.544534026,0.031615081,1.380123988,1.18662317,0.60109941,1.927069856,0.999561522,1.74309158,0.813353232,1.908841847,1.13716502,1.220663402,1.27120056,1.054877423,1.153017426,1.97481906,0.398669162,1.675170615,0.64032568,1.110251741,0.726872572,2.080626472,1.025252589,0.581020629,0.522541987,0.620652385,1.150013473,0.599360753,0.891574837,1.190424503,0.699740958,0.494230113,3.737311482,-0.288977958,8.530945549,2.185866055,6.660810437,5.158177952,7.30541602
'216733_s_at',4.65380327,4.826281469,6.7923007,4.943950108,6.250797611,9.287504892,8.378570872,8.117567996,5.590532113,6.695912297,8.304461333,7.483463401,8.485205334,7.71159942,7.81835857,8.447425149,7.929826516,7.35531982,7.897204599,7.025123469,6.797781546,6.426366732,6.887081283,7.336148618,8.030932562,8.357436161,8.401998521,7.921622059,9.043822047,8.060967484,6.608832119,8.620592751,8.198288355,8.810282214,8.849946196,8.519871527,7.530757971,8.29531717,8.667676632,9.240957233,8.412019689,8.105926625,8.825767406,8.219123042,8.63650802,7.900996536,8.03199138,8.17690986,8.437743075,8.042362132,7.178807481,7.754064812,4.370593063,7.326187476,7.2626965,6.314074465,6.251611928,7.468336464,7.460739765,8.811314309,8.197019293,4.511103469,6.304518277,5.445004201,6.550418062,6.574015146
'217022_s_at',10.7666394,10.02451768,9.350749413,12.99839378,10.90160848,7.116962792,8.588931185,9.66698549,4.960523098,10.01232364,7.555836037,10.87002419,6.040023938,11.71086936,11.27609843,9.349032106,7.951213869,9.27172351,9.976396352,5.85633752,5.277570057,9.930727942,8.905551243,10.1519891,0.182860945,0.158461232,0.875860394,2.569434685,4.452521808,0.387836146,1.13799077,0.689507382,1.931638649,0.034062126,0.071135513,-0.197820703,0.923298175,-0.14180162,-0.053550371,2.940198885,4.356835548,5.529151355,-0.185917443,0.446310125,0.089590294,0.184406438,-0.263796755,2.250117167,1.922573787,0.970079221,0.701952423,0.587258962,3.729321893,1.98398459,3.168106887,0.938116389,3.370478007,-0.062458392,3.509226542,0.561000448,1.002458093,10.02451768,10.9326672,11.20282517,12.48293158,11.43712068
'217028_at',9.677903825,9.502098516,9.838161496,8.951789292,9.065609673,6.801463445,6.603220903,6.550418062,6.204334386,7.560896078,8.749487185,9.010092014,6.558046449,8.792256358,8.208673823,7.202291734,7.805412115,7.927889501,7.538065471,5.90345775,5.226046717,9.908005082,7.648702493,8.685575114,4.364272026,4.195300034,4.357686028,4.483141338,3.824145737,4.715981222,4.219978545,6.055695745,4.238597277,5.893778367,5.280679827,5.126107929,5.791147746,5.439973159,6.1211867,6.055848232,5.774355881,6.216958754,6.182494562,4.615431386,5.003042881,4.818318988,6.623338172,6.04470839,3.278908206,5.303334299,5.632441596,5.356353652,6.069409544,4.403349378,6.242382267,5.145166064,4.986261556,5.471815711,5.53345432,4.113507737,5.123892776,9.416056706,7.186438772,8.910118101,7.733247549,8.29792848
'217281_x_at',5.662216129,7.742790778,8.755303907,7.105524098,7.518810466,0.863670568,4.230915428,4.161409394,1.907019341,5.180495507,5.083228459,6.048691614,1.759901866,8.528495065,6.368264391,5.252299707,5.485488596,4.026058986,5.545153283,4.175463506,0.242718534,0.458718057,3.573478365,4.212191926,-0.385549609,0.085592408,3.86754594,0.529543418,1.304254192,2.001587048,1.042163643,1.911072866,1.355391776,0.798535361,0.558101952,-0.160669979,-0.097007907,-0.150308189,0.081262853,0.568594234,0.677322583,3.90050849,1.3510264,0.10814968,0.097924153,0.377218476,-0.022263898,2.658055482,-0.632755573,0.767360157,2.302453264,1.604624705,2.945945909,0.943716736,1.597911576,0.893373395,0.104178862,3.479060011,0.995844549,1.853736314,0.676843024,4.841964767,3.381534243,5.571227678,5.147868667,6.298316797
'217317_s_at',6.750005767,8.560428578,8.199476217,8.626847953,8.689267875,7.371021156,7.408536887,7.8995477,7.68251153,8.154178947,8.360970455,7.70638033,8.169174885,8.393395314,8.332558805,8.735745307,7.645198999,8.495376679,9.095413397,8.418540843,7.481795405,7.309655602,7.136511781,7.219736848,9.853839001,9.214376491,9.52703719,9.287504892,10.0834235,9.486825995,9.268502866,9.902539856,9.481282131,9.838161496,9.451712696,9.309573183,9.936498834,10.06777357,9.71259227,9.556673016,10.22370688,10.20004353,9.169891745,9.78200631,9.366003883,9.608259257,9.503946268,9.475875299,10.05236157,9.141665785,8.267481582,8.33524189,8.036668927,8.714697994,8.724236072,8.012549017,9.111565234,8.597421678,8.403419397,8.004852511,8.369475007,8.259228314,8.082600163,7.223899181,7.736556418,6.923354504
'217370_x_at',6.136158163,6.177082486,6.061003008,6.205794074,6.292803033,7.224474252,7.078053959,7.151824706,6.265059701,6.335618083,6.845116844,6.866948923,6.701147639,6.747910109,6.843765702,7.359271538,6.898226206,6.365485775,6.808895406,6.964669998,7.960468096,6.851049053,7.448841469,7.062113922,6.612480748,5.563994886,2.97430349,5.931297211,5.617982102,6.37758734,5.805875044,5.970476226,6.378981202,5.528157535,6.739038486,5.549399881,5.003256952,6.50818587,6.269548776,3.53145722,5.894056304,5.852471724,6.211788039,4.658115695,7.021680513,4.646579874,5.250542096,5.409280119,4.848068016,5.984497459,1.261760432,5.240679885,4.334991865,4.326842899,2.718119542,4.974385008,1.406182035,1.076143856,1.435939773,5.223192946,2.840309027,6.940789361,6.889098408,6.255013289,6.957816705,6.514663875
'217378_x_at',6.685454313,9.735854673,9.967750782,9.318011095,9.036299176,5.362436272,6.24499725,5.888106582,0.823548148,6.674545045,6.200303484,8.042362132,2.176803571,9.728757668,8.473668545,5.894908362,6.14768385,5.929278036,6.681126159,1.519220482,2.50532107,6.366863756,6.602839868,7.27077388,0.611849778,1.164356551,1.627246752,2.139623226,2.846267657,1.854145141,2.309951737,0.90951492,2.374174031,1.390471093,2.325322984,1.478018636,2.313708809,2.688426672,0.31096705,0.981379059,1.787288209,1.724782498,2.151511326,1.312386213,1.41494606,0.966533593,1.824898588,2.109873522,2.584712878,1.730069206,1.048236203,2.89127452,2.202580314,2.084536879,2.067759864,1.219565465,0.625912559,3.122271592,5.014063796,2.442746366,2.693521774,7.039934441,6.493989998,9.430099307,8.260491079,9.309573183
'217717_s_at',9.148497255,8.722255513,8.413427249,8.450396236,9.166939701,7.419767945,7.698711868,8.013074414,8.500108296,8.375087943,8.491486992,8.354005807,8.286754679,8.443609798,8.336647398,8.422098305,8.505628322,8.353361686,8.594905739,8.677468284,9.10883537,8.57641721,8.551384357,8.716680047,8.869138961,8.81338707,8.629421452,9.366003883,8.654266669,8.621529829,9.046481861,8.325232949,8.470614066,8.512724404,9.349032106,8.938878964,8.811314309,8.539884174,8.693951176,8.785209395,8.470614066,8.713729973,8.482098188,8.359539464,8.731916436,8.31706031,8.871229416,8.9657394,8.312376403,8.434795431,6.935913371,7.109392811,7.058642303,6.688449196,7.070448993,7.307552942,7.412130122,7.458352866,6.531169611,7.246625221,7.29471848,8.323224837,8.649877341,7.960468096,8.212950757,8.265557061
'217718_s_at',10.54697879,10.3847499,9.757456921,10.25896203,10.18297922,9.10883537,8.829804884,9.423141655,10.009366,10.07382,9.936498834,10.14874006,9.843549344,10.09327645,9.738370873,9.922232468,9.991409491,10.20668963,10.05236157,10.21683681,10.34553728,10.22018297,9.740700183,9.86483476,11.24207601,11.26485164,10.35301999,11.57055709,11.08643937,11.10837142,11.71086936,11.03274107,11.1359412,10.69317744,11.21966279,10.98961969,10.59536,10.17941904,10.42868076,10.38859027,9.888820941,10.54697879,10.46177189,9.899845404,10.20668963,9.883348847,11.13053551,11.5900994,10.59112048,10.56902523,9.154216197,8.68194973,9.648908421,9.289147906,9.296971778,8.843600505,9.027308811,8.753390775,8.407699361,8.551384357,8.583039616,10.00626403,9.991409491,9.784477416,9.894411187,9.703384186
'217724_at',8.123245765,9.171196852,8.598204556,8.556310724,8.654266669,8.695823198,8.454854542,8.907772276,9.540586969,9.178184043,9.311239421,9.295441817,9.324323588,9.180976983,9.274927322,9.357567269,9.364152288,9.289147906,9.243951945,9.552572995,9.448110695,8.752381927,8.851018717,8.393395314,8.523816027,8.454121203,8.669454064,8.779149538,8.857295501,8.404865079,8.405596582,8.816520053,8.663134453,8.696787676,8.688354455,8.864796664,8.937710408,8.999216569,9.158375988,9.229169761,9.048938228,8.902212123,9.208529408,9.046481861,8.93297528,9.013767369,8.704358002,8.804228777,8.633873116,8.803226274,11.83996411,11.83131686,11.67373526,11.87543886,11.3546374,11.75008063,11.65255566,12.1222615,11.67373526,11.8842974,11.83131686,8.709982055,8.729979955,9.362434828,8.93183264,8.661376081
'217767_at',9.708017031,8.589772614,7.79406566,9.393188523,9.262261339,10.37225169,11.17426289,12.07944033,8.689267875,12.11162529,11.22536147,11.20849142,11.31560666,11.89331341,12.45062115,11.1359412,11.79771864,12.00563367,12.24017467,10.77710287,10.01530128,11.95710494,11.60373445,11.76520938,6.660025268,8.245323968,9.162731094,8.01731888,8.970436233,7.46734852,7.211916201,8.08927364,8.626847953,7.718137256,7.557290432,8.977559384,9.084824329,9.608259257,9.752698154,10.29988764,9.423141655,9.601864482,8.706226301,8.588073647,9.530840976,9.391523927,7.643328239,7.809309952,7.532129901,9.642423692,7.077540883,6.335454448,7.105007548,6.629985192,7.243813008,6.850161859,7.357445601,6.798859829,7.836499952,7.130448794,6.433455368,8.677468284,10.39627975,9.298475988,9.705697246,8.64527336
'217781_s_at',5.804772103,6.977816022,6.992462927,7.132550281,7.573289526,7.234205295,6.846648547,7.195460381,7.42071478,7.149694669,6.768631569,6.931258849,6.853888327,6.77753086,6.814740657,6.843765702,7.153998903,6.904114978,7.009918553,7.205580967,6.899362961,7.431825901,7.472078301,7.020696473,8.039238136,8.555487924,8.219123042,8.580524846,7.881838299,7.962417814,8.280988335,8.274605612,7.987108266,8.249687836,8.435528559,7.758270152,7.830208979,7.90656011,7.863413974,8.18627842,8.276504184,8.038216551,8.315712835,8.353361686,7.511981386,7.901434111,8.003305684,7.705981775,8.771109902,7.985068506,11.45577541,11.69550475,11.16874242,11.16874242,11.23655179,11.25945144,10.63697109,11.40136796,10.93748652,11.42532748,11.74181327,6.027776031,6.988867978,6.058130075,7.253208818,6.458293372
